Session_Time,Test_Time,Desired_Speed,Actual_Speed,Throttle_Output,Brake_Output,Test_Number
6.884,4.041,20.00,22.95,0.00,15.32,1
6.923,4.080,20.00,22.89,0.00,15.07,1
6.942,4.099,20.00,22.71,0.00,14.24,1
6.962,4.119,20.00,22.78,0.00,14.61,1
6.982,4.139,20.00,22.60,0.00,13.78,1
7.022,4.178,20.00,22.95,0.00,15.60,1
7.042,4.199,20.00,22.55,0.00,13.63,1
7.080,4.237,20.00,22.49,0.00,13.37,1
7.099,4.256,20.00,22.78,0.00,14.88,1
7.119,4.276,20.00,22.71,0.00,14.62,1
7.139,4.296,20.00,21.95,0.00,10.85,1
7.178,4.335,20.00,22.37,0.00,12.99,1
7.198,4.355,20.00,22.55,0.00,13.93,1
7.217,4.374,20.00,22.95,0.00,16.01,1
7.238,4.394,20.00,22.84,0.00,15.50,1
7.276,4.433,20.00,22.66,0.00,14.67,1
7.296,4.453,20.00,23.42,0.00,18.51,1
7.315,4.472,20.00,22.89,0.00,15.93,1
7.354,4.511,20.00,23.30,0.00,18.07,1
7.375,4.532,20.00,23.36,0.00,18.39,1
7.394,4.551,20.00,22.84,0.00,15.87,1
7.413,4.570,20.00,22.78,0.00,15.61,1
7.453,4.610,20.00,23.02,0.00,16.86,1
7.473,4.629,20.00,23.02,0.00,16.92,1
7.492,4.649,20.00,23.18,0.00,17.81,1
7.531,4.688,20.00,23.18,0.00,17.88,1
7.552,4.708,20.00,23.02,0.00,17.11,1
7.570,4.727,20.00,23.02,0.00,17.17,1
7.590,4.747,20.00,23.02,0.00,17.23,1
7.629,4.786,20.00,23.07,0.00,17.55,1
7.649,4.806,20.00,23.18,0.00,18.18,1
7.668,4.825,20.00,23.07,0.00,17.68,1
7.688,4.845,20.00,22.89,0.00,16.85,1
7.727,4.884,20.00,22.95,0.00,17.22,1
7.747,4.904,20.00,23.02,0.00,17.59,1
7.766,4.923,20.00,22.89,0.00,17.03,1
7.786,4.943,20.00,22.89,0.00,17.09,1
7.807,4.964,20.00,23.13,0.00,18.34,1
7.845,5.002,20.00,23.36,0.00,19.54,1
14.671,0.022,20.00,23.48,0.00,20.23,2
14.691,0.042,20.00,23.13,0.00,18.54,2
14.710,0.061,20.00,23.18,0.00,18.86,2
14.730,0.081,20.00,23.36,0.00,19.81,2
14.749,0.100,20.00,22.89,0.00,17.54,2
14.789,0.140,20.00,23.30,0.00,19.67,2
14.808,0.159,20.00,23.48,0.00,20.62,2
14.828,0.179,20.00,23.30,0.00,19.81,2
14.847,0.198,20.00,23.18,0.00,19.25,2
14.887,0.238,20.00,23.24,0.00,19.63,2
14.906,0.257,20.00,23.36,0.00,20.26,2
14.926,0.277,20.00,23.24,0.00,19.76,2
14.945,0.296,20.00,23.18,0.00,19.51,2
14.985,0.336,20.00,23.18,0.00,19.58,2
15.004,0.355,20.00,23.13,0.00,19.38,2
15.024,0.375,20.00,23.18,0.00,19.70,2
15.044,0.395,20.00,23.02,0.00,18.94,2
15.083,0.434,20.00,23.02,0.00,19.00,2
15.102,0.453,20.00,19.26,0.00,0.00,2
15.122,0.473,20.00,19.38,0.00,0.00,2
15.142,0.493,20.00,18.96,0.00,0.00,2
15.181,0.532,20.00,18.96,0.00,0.00,2
15.200,0.551,20.00,19.26,0.00,0.00,2
15.220,0.571,20.00,19.26,0.00,0.00,2
15.240,0.591,20.00,19.26,0.00,0.00,2
15.259,0.610,20.00,19.14,0.00,0.00,2
15.299,0.650,20.00,19.08,0.00,0.00,2
15.318,0.669,20.00,19.21,0.00,0.00,2
15.338,0.689,20.00,19.26,0.00,0.00,2
15.357,0.708,20.00,19.26,0.00,0.00,2
15.397,0.748,20.00,19.26,0.00,0.00,2
15.416,0.767,20.00,19.26,0.00,0.00,2
15.436,0.787,20.00,19.38,0.00,0.00,2
15.456,0.807,20.00,19.21,0.00,0.00,2
15.495,0.846,20.00,19.38,0.00,0.00,2
15.514,0.865,20.00,19.33,0.00,0.00,2
15.534,0.885,20.00,19.14,0.00,0.00,2
15.554,0.905,20.00,19.14,0.00,0.00,2
15.593,0.944,20.00,19.33,0.00,0.00,2
15.612,0.963,20.00,19.21,0.00,0.00,2
15.632,0.983,20.00,19.08,0.00,0.00,2
15.652,1.003,20.00,19.14,0.00,0.00,2
15.691,1.042,20.00,19.26,0.00,0.00,2
15.711,1.062,20.00,19.26,0.00,0.00,2
15.730,1.081,20.00,19.02,0.00,0.00,2
15.751,1.102,20.00,19.14,0.00,0.00,2
15.789,1.140,20.00,19.08,0.00,0.00,2
15.809,1.160,20.00,19.14,0.00,0.00,2
15.828,1.180,20.00,19.08,0.00,0.00,2
15.848,1.199,20.00,19.02,0.00,0.00,2
15.887,1.238,20.00,19.26,0.00,0.00,2
15.907,1.258,20.00,19.14,0.00,0.00,2
15.926,1.277,20.00,19.02,0.00,0.00,2
15.947,1.298,20.00,19.21,0.00,0.00,2
15.985,1.336,20.00,19.14,0.00,0.00,2
16.005,1.356,20.00,19.08,0.00,0.00,2
16.025,1.376,20.00,19.08,0.00,0.00,2
16.044,1.395,20.00,19.02,0.00,0.00,2
16.083,1.434,20.00,19.02,0.00,0.00,2
16.104,1.455,20.00,19.08,0.00,0.00,2
16.123,1.474,20.00,18.96,0.00,0.00,2
16.162,1.513,20.00,19.02,0.00,0.00,2
16.181,1.532,20.00,18.96,0.00,0.00,2
16.201,1.552,20.00,18.89,0.00,0.00,2
16.221,1.572,20.00,18.96,0.00,0.00,2
16.260,1.611,20.00,19.02,0.00,0.00,2
16.279,1.630,20.00,19.08,0.00,0.00,2
16.300,1.651,20.00,19.14,0.00,0.00,2
16.320,1.671,20.00,19.02,0.00,0.00,2
16.358,1.709,20.00,18.96,0.00,0.00,2
16.377,1.728,20.00,19.02,0.00,0.00,2
16.397,1.748,20.00,19.08,0.00,0.00,2
16.418,1.769,20.00,19.02,0.00,0.00,2
16.456,1.807,20.00,18.96,0.00,0.00,2
16.477,1.828,20.00,19.02,0.00,0.00,2
16.495,1.846,20.00,18.96,0.00,0.00,2
16.534,1.885,20.00,18.96,0.00,0.00,2
16.555,1.906,20.00,19.02,0.00,0.00,2
16.575,1.926,20.00,19.08,0.00,0.00,2
16.613,1.965,20.00,18.96,0.00,0.00,2
16.632,1.983,20.00,18.96,0.00,0.00,2
16.652,2.003,20.00,19.02,0.00,0.00,2
16.691,2.042,20.00,18.96,0.00,0.00,2
16.711,2.063,20.00,18.84,0.00,0.00,2
16.731,2.082,20.00,18.84,0.00,0.00,2
16.750,2.101,20.00,18.59,0.00,0.00,2
16.789,2.140,20.00,18.84,0.00,0.00,2
16.809,2.160,20.00,18.96,0.00,0.00,2
16.829,2.180,20.00,18.72,0.00,0.00,2
16.849,2.200,20.00,18.72,0.00,0.00,2
16.868,2.219,20.00,18.89,0.00,0.00,2
16.908,2.259,20.00,18.84,0.00,0.00,2
16.927,2.278,20.00,18.72,0.00,0.00,2
16.946,2.297,20.00,18.77,0.00,0.00,2
16.966,2.317,20.00,18.84,0.00,0.00,2
17.005,2.356,20.00,18.84,0.00,0.00,2
17.025,2.376,20.00,18.89,0.00,0.00,2
17.045,2.396,20.00,18.77,0.00,0.00,2
17.064,2.415,20.00,18.77,0.00,0.00,2
17.103,2.454,20.00,18.96,0.00,0.00,2
17.124,2.475,20.00,18.65,0.00,0.00,2
17.144,2.495,20.00,18.72,0.00,0.00,2
17.163,2.514,20.00,18.84,0.00,0.00,2
17.202,2.553,20.00,18.72,0.00,0.00,2
17.221,2.572,20.00,18.72,0.00,0.00,2
17.242,2.593,20.00,18.84,0.00,0.00,2
17.260,2.611,20.00,18.72,0.00,0.00,2
17.300,2.651,20.00,18.65,0.00,0.00,2
17.320,2.671,20.00,18.77,0.00,0.00,2
17.339,2.690,20.00,18.72,0.00,0.00,2
17.358,2.709,20.00,18.59,0.00,0.00,2
17.398,2.750,20.00,18.72,0.00,0.00,2
17.417,2.768,20.00,18.72,0.00,0.00,2
17.457,2.808,20.00,18.72,0.00,0.00,2
17.476,2.827,20.00,18.65,0.00,0.00,2
17.496,2.847,20.00,18.59,0.00,0.00,2
17.536,2.887,20.00,18.53,0.00,0.00,2
17.555,2.906,20.00,18.53,0.00,0.00,2
17.574,2.925,20.00,18.59,0.00,0.00,2
17.613,2.965,20.00,18.65,0.00,0.00,2
17.634,2.985,20.00,18.65,0.00,0.00,2
17.654,3.005,20.00,18.65,0.00,0.00,2
17.672,3.023,20.00,18.65,0.00,0.00,2
17.711,3.062,20.00,18.59,0.00,0.00,2
17.731,3.082,20.00,18.59,0.00,0.00,2
17.751,3.102,20.00,18.65,0.00,0.00,2
17.771,3.122,20.00,18.59,0.00,0.00,2
17.790,3.141,20.00,18.53,0.00,0.00,2
17.829,3.180,20.00,18.53,0.00,0.00,2
17.850,3.201,20.00,18.59,0.00,0.00,2
17.868,3.219,20.00,18.59,0.00,0.00,2
17.908,3.259,20.00,18.47,0.00,0.00,2
17.927,3.278,20.00,18.47,0.00,0.00,2
17.947,3.298,20.00,18.53,0.00,0.00,2
17.967,3.318,20.00,18.53,0.00,0.00,2
18.007,3.358,20.00,18.53,0.00,0.00,2
18.025,3.376,20.00,18.59,0.00,0.00,2
18.045,3.396,20.00,18.59,0.00,0.00,2
18.084,3.435,20.00,18.47,0.00,0.00,2
18.104,3.455,20.00,18.59,0.00,0.00,2
18.123,3.474,20.00,18.53,0.00,0.00,2
18.143,3.494,20.00,18.47,0.00,0.00,2
18.183,3.534,20.00,18.47,0.00,0.00,2
18.203,3.554,20.00,18.40,0.00,0.00,2
18.221,3.572,20.00,18.47,0.00,0.00,2
18.261,3.612,20.00,18.53,0.00,0.00,2
18.280,3.631,20.00,18.47,0.00,0.00,2
18.301,3.652,20.00,18.47,0.00,0.00,2
18.339,3.690,20.00,18.40,0.00,0.00,2
18.359,3.710,20.00,18.47,0.00,0.00,2
18.378,3.729,20.00,18.40,0.00,0.00,2
18.398,3.749,20.00,18.40,0.00,0.00,2
18.419,3.770,20.00,18.40,0.00,0.00,2
18.457,3.808,20.00,18.40,0.00,0.00,2
18.476,3.827,20.00,18.40,0.00,0.00,2
18.497,3.848,20.00,18.28,0.00,0.00,2
18.516,3.867,20.00,18.35,0.00,0.00,2
18.555,3.906,20.00,18.28,0.00,0.00,2
18.576,3.927,20.00,18.35,0.00,0.00,2
18.595,3.946,20.00,18.40,0.00,0.00,2
18.614,3.965,20.00,18.35,0.00,0.00,2
18.654,4.005,20.00,18.28,0.16,0.00,2
18.673,4.024,20.00,18.28,0.29,0.00,2
18.692,4.043,20.00,18.35,0.33,0.00,2
18.731,4.082,20.00,18.28,0.56,0.00,2
18.751,4.102,20.00,18.16,0.88,0.00,2
18.771,4.122,20.00,18.35,0.75,0.00,2
18.790,4.141,20.00,18.23,1.06,0.00,2
18.811,4.162,20.00,18.23,1.20,0.00,2
18.850,4.201,20.00,18.28,1.26,0.00,2
18.870,4.221,20.00,18.23,1.48,0.00,2
18.888,4.239,20.00,18.16,1.72,0.00,2
18.928,4.279,20.00,18.16,1.86,0.00,2
18.947,4.298,20.00,18.23,1.92,0.00,2
18.967,4.318,20.00,18.23,2.06,0.00,2
19.006,4.357,20.00,18.16,2.29,0.00,2
19.026,4.377,20.00,18.23,2.35,0.00,2
19.045,4.396,20.00,18.23,2.49,0.00,2
19.065,4.416,20.00,18.16,2.73,0.00,2
19.104,4.456,20.00,18.16,2.87,0.00,2
19.125,4.476,20.00,18.10,3.12,0.00,2
19.143,4.494,20.00,18.28,2.99,0.00,2
19.163,4.514,20.00,18.04,3.49,0.00,2
19.203,4.554,20.00,18.16,3.46,0.00,2
19.223,4.574,20.00,18.16,3.61,0.00,2
19.241,4.592,20.00,18.04,3.94,0.00,2
19.262,4.613,20.00,18.16,3.91,0.00,2
19.300,4.651,20.00,17.98,4.34,0.00,2
19.321,4.672,20.00,18.04,4.40,0.00,2
19.341,4.692,20.00,18.16,4.38,0.00,2
19.360,4.711,20.00,18.04,4.70,0.00,2
19.399,4.750,20.00,18.10,4.78,0.00,2
19.418,4.769,20.00,18.10,4.93,0.00,2
19.439,4.790,20.00,18.10,5.08,0.00,2
19.458,4.809,20.00,18.10,5.24,0.00,2
19.497,4.848,20.00,18.04,5.47,0.00,2
19.517,4.868,20.00,18.04,5.63,0.00,2
19.536,4.887,20.00,18.04,5.78,0.00,2
19.575,4.926,20.00,18.04,5.94,0.00,2
19.594,4.945,20.00,18.10,6.01,0.00,2
19.614,4.965,20.00,18.04,6.25,0.00,2
19.635,4.986,20.00,18.04,6.40,0.00,2
19.673,5.024,20.00,17.98,6.66,0.00,2
19.693,5.044,20.00,18.04,6.72,0.00,2
19.713,5.064,20.00,18.04,6.88,0.00,2
19.733,5.084,20.00,17.98,7.13,0.00,2
19.771,5.122,20.00,18.04,7.20,0.00,2
19.792,5.143,20.00,18.04,7.35,0.00,2
19.811,5.162,20.00,18.04,7.51,0.00,2
19.850,5.201,20.00,18.10,7.59,0.00,2
19.869,5.220,20.00,18.04,7.82,0.00,2
19.890,5.241,20.00,18.04,7.97,0.00,2
19.929,5.280,20.00,17.91,8.32,0.00,2
19.948,5.300,20.00,17.98,8.39,0.00,2
19.987,5.338,20.00,17.98,8.56,0.00,2
20.007,5.358,20.00,17.91,8.81,0.00,2
20.026,5.377,20.00,17.98,8.88,0.00,2
20.046,5.397,20.00,18.10,8.87,0.00,2
20.086,5.437,20.00,18.04,9.10,0.00,2
20.105,5.456,20.00,17.91,9.45,0.00,2
20.124,5.475,20.00,18.04,9.43,0.00,2
20.163,5.514,20.00,17.91,9.78,0.00,2
20.183,5.534,20.00,17.98,9.85,0.00,2
20.204,5.555,20.00,17.91,10.10,0.00,2
20.222,5.573,20.00,17.91,10.27,0.00,2
20.262,5.613,20.00,17.98,10.34,0.00,2
20.282,5.633,20.00,17.98,10.50,0.00,2
20.301,5.652,20.00,17.98,10.66,0.00,2
20.340,5.691,20.00,17.91,10.92,0.00,2
20.360,5.711,20.00,17.91,11.09,0.00,2
20.380,5.731,20.00,17.91,11.26,0.00,2
20.418,5.769,20.00,18.04,11.23,0.00,2
20.439,5.790,20.00,17.98,11.48,0.00,2
20.457,5.808,20.00,17.91,11.74,0.00,2
20.478,5.829,20.00,18.04,11.72,0.00,2
20.516,5.867,20.00,17.98,11.97,0.00,2
20.536,5.888,20.00,17.91,12.23,0.00,2
20.556,5.907,20.00,17.79,12.57,0.00,2
20.575,5.926,20.00,17.98,12.47,0.00,2
20.614,5.965,20.00,17.86,12.81,0.00,2
20.634,5.985,20.00,17.79,13.08,0.00,2
20.655,6.006,20.00,17.91,13.08,0.00,2
20.673,6.024,20.00,17.86,13.33,0.00,2
20.693,6.044,20.00,17.86,13.50,0.00,2
20.732,6.083,20.00,17.98,13.49,0.00,2
20.752,6.103,20.00,17.86,13.83,0.00,2
20.772,6.123,20.00,17.91,13.92,0.00,2
20.792,6.143,20.00,17.86,14.17,0.00,2
20.830,6.181,20.00,17.91,14.26,0.00,2
20.850,6.201,20.00,17.86,14.51,0.00,2
20.870,6.221,20.00,17.86,14.68,0.00,2
20.889,6.240,20.00,17.91,14.77,0.00,2
20.928,6.279,20.00,17.91,14.94,0.00,2
20.948,6.299,20.00,17.91,15.11,0.00,2
20.967,6.318,20.00,17.91,15.27,0.00,2
20.987,6.338,20.00,17.91,15.44,0.00,2
21.007,6.358,20.00,17.91,15.61,0.00,2
21.046,6.397,20.00,17.86,15.85,0.00,2
21.066,6.417,20.00,17.79,16.12,0.00,2
21.085,6.436,20.00,17.79,16.30,0.00,2
21.105,6.456,20.00,17.91,16.30,0.00,2
21.144,6.495,20.00,17.86,16.55,0.00,2
21.164,6.515,20.00,17.91,16.64,0.00,2
21.184,6.535,20.00,17.74,17.06,0.00,2
21.203,6.554,20.00,17.79,17.16,0.00,2
21.242,6.593,20.00,17.98,17.06,0.00,2
21.262,6.613,20.00,17.79,17.50,0.00,2
21.281,6.632,20.00,17.86,17.58,0.00,2
21.301,6.652,20.00,17.91,17.67,0.00,2
21.341,6.692,20.00,17.86,17.92,0.00,2
21.361,6.712,20.00,17.86,18.09,0.00,2
21.379,6.730,20.00,17.74,18.44,0.00,2
21.420,6.771,20.00,17.86,18.44,0.00,2
21.438,6.789,20.00,17.74,18.79,0.00,2
21.458,6.809,20.00,17.74,18.97,0.00,2
21.498,6.849,20.00,17.74,19.15,0.00,2
21.517,6.868,20.00,17.91,19.08,0.00,2
21.536,6.887,20.00,17.79,19.42,0.00,2
21.576,6.927,20.00,17.79,19.60,0.00,2
21.595,6.946,20.00,17.79,19.77,0.00,2
21.616,6.967,20.00,17.79,19.95,0.00,2
21.655,7.006,20.00,17.86,20.03,0.00,2
21.674,7.025,20.00,17.91,20.12,0.00,2
21.714,7.065,20.00,17.74,20.55,0.00,2
21.734,7.085,20.00,17.74,20.73,0.00,2
21.752,7.103,20.00,17.86,20.73,0.00,2
21.791,7.142,20.00,17.86,20.90,0.00,2
21.811,7.162,20.00,17.79,21.17,0.00,2
21.831,7.182,20.00,17.86,21.25,0.00,2
21.850,7.201,20.00,17.86,21.42,0.00,2
21.870,7.221,20.00,17.91,21.51,0.00,2
21.909,7.260,20.00,17.86,21.76,0.00,2
21.930,7.281,20.00,17.74,22.11,0.00,2
21.948,7.299,20.00,17.86,22.11,0.00,2
21.969,7.320,20.00,17.91,22.20,0.00,2
22.007,7.358,20.00,17.91,22.37,0.00,2
22.027,7.378,20.00,17.86,22.62,0.00,2
22.046,7.397,20.00,17.79,22.89,0.00,2
22.066,7.417,20.00,17.86,22.97,0.00,2
22.105,7.456,20.00,17.86,23.14,0.00,2
22.125,7.476,20.00,17.91,23.23,0.00,2
22.144,7.495,20.00,17.86,23.48,0.00,2
22.164,7.515,20.00,17.91,23.57,0.00,2
22.204,7.555,20.00,17.79,23.91,0.00,2
22.224,7.575,20.00,17.98,23.81,0.00,2
22.243,7.594,20.00,17.98,23.98,0.00,2
22.282,7.633,20.00,17.98,24.14,0.00,2
22.301,7.652,20.00,17.91,24.40,0.00,2
22.321,7.672,20.00,17.86,24.64,0.00,2
22.361,7.712,20.00,17.86,24.81,0.00,2
22.380,7.731,20.00,17.91,24.91,0.00,2
22.400,7.751,20.00,17.91,25.07,0.00,2
22.439,7.790,20.00,17.91,25.24,0.00,2
22.458,7.809,20.00,17.98,25.31,0.00,2
22.478,7.829,20.00,17.91,25.57,0.00,2
22.497,7.848,20.00,17.98,25.64,0.00,2
22.537,7.888,20.00,17.91,25.90,0.00,2
22.556,7.907,20.00,17.98,25.97,0.00,2
22.576,7.927,20.00,17.91,26.23,0.00,2
22.616,7.967,20.00,17.91,26.39,0.00,2
22.635,7.986,20.00,17.98,26.46,0.00,2
22.654,8.005,20.00,17.98,26.62,0.00,2
22.674,8.026,20.00,17.98,26.79,0.00,2
22.713,8.064,20.00,17.98,26.95,0.00,2
22.733,8.084,20.00,17.98,27.11,0.00,2
22.752,8.103,20.00,17.91,27.37,0.00,2
22.772,8.123,20.00,17.98,27.44,0.00,2
22.812,8.163,20.00,17.98,27.60,0.00,2
22.831,8.182,20.00,17.98,27.76,0.00,2
22.850,8.201,20.00,17.98,27.92,0.00,2
22.890,8.241,20.00,17.98,28.09,0.00,2
22.910,8.262,20.00,17.91,28.34,0.00,2
22.929,8.280,20.00,18.04,28.32,0.00,2
22.968,8.319,20.00,18.10,28.39,0.00,2
