Session_Time,Test_Time,Desired_Speed,Actual_Speed,Throttle_Output,Brake_Output,Distance,Delta_Steer,Desired_Delta_Steer,Test_Number
1.966,1.962,10.00,4.07,100.00,100.00,inf,0.00,0.00,1
1.986,1.982,10.00,4.07,100.00,100.00,inf,0.00,0.00,1
2.005,2.001,10.00,4.01,100.00,100.00,inf,0.00,0.00,1
2.025,2.021,10.00,4.01,0.00,100.00,inf,0.00,0.00,1
2.045,2.041,10.00,4.01,100.00,0.00,inf,0.00,0.00,1
2.065,2.061,10.00,3.93,100.00,100.00,inf,0.00,0.00,1
2.085,2.081,10.00,4.01,100.00,100.00,inf,0.00,0.00,1
2.106,2.102,10.00,4.01,0.00,0.00,inf,0.00,0.00,1
2.127,2.123,10.00,3.93,0.00,0.00,inf,0.00,0.00,1
2.146,2.142,10.00,3.93,0.00,0.00,inf,0.00,0.00,1
2.165,2.161,10.00,3.93,100.00,100.00,inf,0.00,0.00,1
2.185,2.181,10.00,3.93,100.00,100.00,inf,0.00,0.00,1
2.205,2.201,10.00,3.93,100.00,100.00,inf,0.00,0.00,1
2.225,2.221,10.00,4.01,100.00,100.00,inf,0.00,0.00,1
2.246,2.242,10.00,4.01,100.00,100.00,inf,0.00,0.00,1
2.265,2.261,10.00,4.01,100.00,0.00,inf,0.00,0.00,1
2.285,2.281,10.00,3.93,100.00,100.00,inf,0.00,0.00,1
2.305,2.301,10.00,4.01,0.00,100.00,inf,0.00,0.00,1
2.325,2.321,10.00,3.93,100.00,100.00,inf,0.00,0.00,1
2.346,2.342,10.00,3.86,100.00,100.00,inf,0.00,0.00,1
2.366,2.362,10.00,3.86,100.00,100.00,inf,0.00,0.00,1
2.386,2.382,10.00,3.86,0.00,100.00,inf,0.00,0.00,1
2.405,2.401,10.00,3.93,100.00,100.00,inf,0.00,0.00,1
2.426,2.422,10.00,3.93,100.00,100.00,inf,0.00,0.00,1
2.446,2.442,10.00,3.93,100.00,100.00,inf,0.00,0.00,1
2.465,2.461,10.00,4.01,100.00,100.00,inf,0.00,0.00,1
2.486,2.482,10.00,4.01,100.00,100.00,inf,0.00,0.00,1
2.506,2.502,10.00,3.93,100.00,100.00,inf,0.00,0.00,1
2.526,2.522,10.00,3.93,100.00,100.00,inf,0.00,0.00,1
2.545,2.541,10.00,3.93,100.00,0.00,inf,0.00,0.00,1
2.565,2.561,10.00,3.86,100.00,100.00,inf,0.00,0.00,1
2.585,2.581,10.00,3.86,100.00,100.00,inf,0.00,0.00,1
2.605,2.601,10.00,3.86,100.00,0.00,inf,0.00,0.00,1
2.625,2.621,10.00,3.86,100.00,100.00,inf,0.00,0.00,1
2.646,2.642,10.00,3.86,100.00,100.00,inf,0.00,0.00,1
2.666,2.662,10.00,3.93,100.00,100.00,inf,0.00,0.00,1
2.685,2.682,10.00,3.93,100.00,0.00,inf,0.00,0.00,1
2.705,2.701,10.00,3.93,0.00,100.00,inf,0.00,0.00,1
2.725,2.721,10.00,3.93,0.00,0.00,inf,0.00,0.00,1
2.745,2.741,10.00,3.93,100.00,100.00,inf,0.00,0.00,1
2.766,2.762,10.00,3.93,0.00,100.00,inf,0.00,0.00,1
2.786,2.782,10.00,4.01,0.00,100.00,inf,0.00,0.00,1
2.806,2.802,10.00,4.07,100.00,100.00,inf,0.00,0.00,1
2.826,2.822,10.00,4.07,100.00,100.00,inf,0.00,0.00,1
2.846,2.842,10.00,4.01,100.00,100.00,inf,0.00,0.00,1
2.866,2.862,10.00,4.01,100.00,100.00,inf,0.00,0.00,1
2.886,2.882,10.00,4.01,100.00,100.00,inf,0.00,0.00,1
2.905,2.901,10.00,4.01,100.00,100.00,inf,0.00,0.00,1
2.926,2.922,10.00,4.01,0.00,100.00,inf,0.00,0.00,1
2.946,2.942,10.00,4.01,0.00,0.00,inf,0.00,0.00,1
2.966,2.962,10.00,3.93,100.00,100.00,inf,0.00,0.00,1
2.985,2.981,10.00,3.93,100.00,100.00,inf,0.00,0.00,1
3.005,3.001,10.00,3.93,0.00,100.00,inf,0.00,0.00,1
3.025,3.021,10.00,3.93,100.00,0.00,inf,0.00,0.00,1
3.046,3.042,10.00,4.01,100.00,100.00,inf,0.00,0.00,1
3.065,3.061,10.00,4.07,0.00,0.00,inf,0.00,0.00,1
3.086,3.082,10.00,4.01,0.00,100.00,inf,0.00,0.00,1
3.105,3.101,10.00,4.01,0.00,100.00,inf,0.00,0.00,1
3.126,3.122,10.00,4.01,100.00,100.00,inf,0.00,0.00,1
3.145,3.141,10.00,4.07,100.00,100.00,inf,0.00,0.00,1
3.166,3.162,10.00,4.07,100.00,100.00,inf,0.00,0.00,1
3.185,3.181,10.00,4.07,100.00,0.00,inf,0.00,0.00,1
3.206,3.202,10.00,4.07,100.00,100.00,inf,0.00,0.00,1
3.226,3.222,10.00,4.14,0.00,0.00,inf,0.00,0.00,1
3.245,3.241,10.00,4.21,0.00,0.00,inf,0.00,0.00,1
3.266,3.262,10.00,4.14,0.00,0.00,inf,0.00,0.00,1
3.287,3.283,10.00,4.07,0.00,0.00,inf,0.00,0.00,1
3.306,3.302,10.00,4.07,100.00,100.00,inf,0.00,0.00,1
3.326,3.322,10.00,3.93,0.00,0.00,inf,0.00,0.00,1
3.345,3.342,10.00,3.86,0.00,0.00,inf,0.00,0.00,1
3.366,3.362,10.00,3.93,0.00,0.00,inf,0.00,0.00,1
3.385,3.382,10.00,4.07,0.00,0.00,inf,0.00,0.00,1
3.407,3.403,10.00,4.14,100.00,100.00,inf,0.00,0.00,1
3.426,3.422,10.00,4.14,100.00,100.00,inf,0.00,0.00,1
3.446,3.442,10.00,4.14,100.00,100.00,inf,0.00,0.00,1
3.466,3.462,10.00,4.14,100.00,100.00,inf,0.00,0.00,1
3.486,3.482,10.00,4.21,100.00,0.00,inf,0.00,0.00,1
3.505,3.501,10.00,4.14,100.00,0.00,inf,0.00,0.00,1
3.526,3.522,10.00,4.14,100.00,100.00,inf,0.00,0.00,1
3.546,3.542,10.00,4.28,100.00,0.00,inf,0.00,0.00,1
3.566,3.562,10.00,4.36,100.00,0.00,inf,0.00,0.00,1
3.585,3.582,10.00,4.36,100.00,100.00,inf,0.00,0.00,1
3.605,3.601,10.00,4.21,100.00,100.00,inf,0.00,0.00,1
3.625,3.622,10.00,4.21,0.00,100.00,inf,0.00,0.00,1
3.645,3.641,10.00,4.21,100.00,0.00,inf,0.00,0.00,1
3.666,3.662,10.00,4.21,100.00,0.00,inf,0.00,0.00,1
3.686,3.682,10.00,4.21,0.00,0.00,inf,0.00,0.00,1
3.706,3.702,10.00,4.36,0.00,0.00,inf,0.00,0.00,1
3.726,3.722,10.00,4.28,0.00,0.00,inf,0.00,0.00,1
3.745,3.741,10.00,4.28,100.00,100.00,inf,0.00,0.00,1
3.766,3.762,10.00,4.36,100.00,100.00,inf,0.00,0.00,1
3.787,3.783,10.00,4.42,0.00,100.00,inf,0.00,0.00,1
3.805,3.801,10.00,4.36,0.00,100.00,inf,0.00,0.00,1
3.826,3.822,10.00,4.42,100.00,100.00,inf,0.00,0.00,1
3.845,3.841,10.00,4.49,100.00,100.00,inf,0.00,0.00,1
3.867,3.863,10.00,4.42,100.00,100.00,inf,0.00,0.00,1
3.886,3.882,10.00,4.42,100.00,100.00,inf,0.00,0.00,1
3.906,3.902,10.00,4.42,0.00,0.00,inf,0.00,0.00,1
3.926,3.922,10.00,4.42,0.00,100.00,inf,0.00,0.00,1
3.948,3.944,10.00,4.57,0.00,100.00,inf,0.00,0.00,1
3.967,3.963,10.00,4.63,100.00,100.00,inf,0.00,0.00,1
3.986,3.982,10.00,4.57,0.00,100.00,inf,0.00,0.00,1
4.006,4.002,10.00,4.63,0.00,100.00,inf,0.00,0.00,1
4.026,4.022,10.00,4.63,0.00,100.00,inf,0.00,0.00,1
4.045,4.041,10.00,4.57,100.00,100.00,inf,0.00,0.00,1
4.068,4.064,10.00,4.63,100.00,100.00,inf,0.00,0.00,1
4.087,4.083,10.00,4.63,100.00,100.00,inf,0.00,0.00,1
4.105,4.101,10.00,4.70,100.00,0.00,inf,0.00,0.00,1
4.126,4.122,10.00,4.70,100.00,100.00,inf,0.00,0.00,1
4.145,4.141,10.00,4.77,100.00,100.00,inf,0.00,0.00,1
4.165,4.161,10.00,4.77,100.00,0.00,inf,0.00,0.00,1
4.186,4.182,10.00,4.84,0.00,0.00,inf,0.00,0.00,1
4.206,4.202,10.00,4.84,100.00,100.00,inf,0.00,0.00,1
4.226,4.222,10.00,4.92,0.00,100.00,inf,0.00,0.00,1
4.245,4.241,10.00,4.98,0.00,100.00,inf,0.00,0.00,1
4.266,4.262,10.00,5.05,100.00,100.00,inf,0.00,0.00,1
4.286,4.282,10.00,5.13,100.00,100.00,inf,0.00,0.00,1
4.305,4.302,10.00,5.13,100.00,100.00,inf,0.00,0.00,1
4.326,4.322,10.00,5.13,100.00,100.00,inf,0.00,0.00,1
4.346,4.342,10.00,5.19,100.00,100.00,inf,0.00,0.00,1
4.365,4.361,10.00,5.19,100.00,100.00,inf,0.00,0.00,1
4.385,4.381,10.00,5.19,100.00,0.00,inf,0.00,0.00,1
4.405,4.401,10.00,5.19,100.00,0.00,inf,0.00,0.00,1
4.427,4.423,10.00,5.26,100.00,100.00,inf,0.00,0.00,1
4.445,4.441,10.00,5.26,100.00,100.00,inf,0.00,0.00,1
4.466,4.462,10.00,5.19,0.00,100.00,inf,0.00,0.00,1
4.486,4.482,10.00,5.40,100.00,100.00,inf,0.00,0.00,1
4.505,4.502,10.00,5.47,100.00,100.00,inf,0.00,0.00,1
4.526,4.522,10.00,5.32,0.00,0.00,inf,0.00,0.00,1
4.545,4.541,10.00,5.40,100.00,0.00,inf,0.00,0.00,1
4.566,4.562,10.00,5.61,100.00,0.00,inf,0.00,0.00,1
4.586,4.582,10.00,5.53,100.00,0.00,inf,0.00,0.00,1
4.605,4.601,10.00,5.53,100.00,100.00,inf,0.00,0.00,1
4.626,4.622,10.00,5.47,100.00,100.00,inf,0.00,0.00,1
4.645,4.641,10.00,5.53,100.00,100.00,inf,0.00,0.00,1
4.666,4.662,10.00,5.61,100.00,100.00,inf,0.00,0.00,1
4.686,4.682,10.00,5.61,100.00,100.00,inf,0.00,0.00,1
4.705,4.701,10.00,5.74,100.00,100.00,inf,0.00,0.00,1
4.726,4.722,10.00,5.74,100.00,0.00,inf,0.00,0.00,1
4.747,4.743,10.00,5.74,100.00,0.00,inf,0.00,0.00,1
4.766,4.762,10.00,5.82,100.00,100.00,inf,0.00,0.00,1
4.785,4.781,10.00,5.88,100.00,0.00,inf,0.00,0.00,1
4.805,4.802,10.00,5.88,100.00,0.00,inf,0.00,0.00,1
4.826,4.822,10.00,5.95,100.00,100.00,inf,0.00,0.00,1
4.845,4.841,10.00,5.95,100.00,100.00,inf,0.00,0.00,1
4.866,4.862,10.00,5.82,0.00,100.00,inf,0.00,0.00,1
4.886,4.882,10.00,5.88,100.00,0.00,inf,0.00,0.00,1
4.909,4.905,10.00,5.88,100.00,0.00,inf,0.00,0.00,1
4.928,4.924,10.00,5.95,0.00,100.00,inf,0.00,0.00,1
4.947,4.943,10.00,6.03,100.00,100.00,inf,0.00,0.00,1
4.966,4.962,10.00,6.03,0.00,100.00,inf,0.00,0.00,1
4.986,4.982,10.00,6.03,0.00,100.00,inf,0.00,0.00,1
5.005,5.001,10.00,6.03,100.00,100.00,inf,0.00,0.00,1
5.028,5.024,10.00,6.09,100.00,100.00,inf,0.00,0.00,1
5.047,5.043,10.00,6.23,100.00,100.00,inf,0.00,0.00,1
5.065,5.061,10.00,6.23,100.00,100.00,inf,0.00,0.00,1
5.086,5.082,10.00,6.16,100.00,0.00,inf,0.00,0.00,1
5.106,5.102,10.00,6.16,100.00,100.00,inf,0.00,0.00,1
5.125,5.121,10.00,6.16,0.00,100.00,inf,0.00,0.00,1
5.145,5.141,10.00,6.09,100.00,100.00,19.89,0.00,0.00,1
5.168,5.164,10.00,6.09,100.00,0.00,19.89,0.00,0.00,1
5.186,5.182,10.00,6.16,0.00,100.00,19.89,0.00,0.00,1
5.205,5.201,10.00,6.09,0.00,100.00,19.89,0.00,0.00,1
5.226,5.222,10.00,6.09,100.00,100.00,19.89,0.00,0.00,1
5.246,5.242,10.00,6.16,100.00,100.00,19.89,0.00,0.00,1
5.268,5.264,10.00,6.16,100.00,100.00,19.89,0.00,0.00,1
5.286,5.282,10.00,6.23,100.00,100.00,19.89,0.00,0.00,1
5.305,5.301,10.00,6.23,100.00,100.00,19.89,0.00,0.00,1
5.325,5.321,10.00,6.29,100.00,100.00,19.89,0.00,0.00,1
5.345,5.342,10.00,6.29,100.00,100.00,19.89,0.00,0.00,1
5.366,5.362,10.00,6.23,100.00,0.00,19.89,0.00,0.00,1
5.386,5.382,10.00,6.23,100.00,100.00,19.89,0.00,0.00,1
5.405,5.401,10.00,6.23,0.00,100.00,19.89,0.00,0.00,1
5.426,5.422,10.00,6.23,100.00,0.00,19.89,0.00,0.00,1
5.445,5.441,10.00,6.23,100.00,100.00,19.89,0.00,0.00,1
5.468,5.464,10.00,6.29,100.00,100.00,19.89,0.00,0.00,1
5.486,5.483,10.00,6.23,100.00,100.00,19.89,0.00,0.00,1
5.505,5.501,10.00,6.29,100.00,0.00,19.89,0.00,0.00,1
5.526,5.522,10.00,6.29,100.00,0.00,19.89,0.00,0.00,1
5.546,5.542,10.00,6.29,0.00,0.00,19.89,0.00,0.00,1
5.566,5.562,10.00,6.29,100.00,100.00,19.89,0.00,0.00,1
5.585,5.581,10.00,6.37,0.00,100.00,19.89,0.00,0.00,1
5.605,5.602,10.00,6.37,0.00,100.00,19.89,0.00,0.00,1
5.627,5.623,10.00,6.37,100.00,100.00,19.89,0.00,0.00,1
5.646,5.642,10.00,6.37,100.00,100.00,19.89,0.00,0.00,1
5.665,5.662,10.00,6.37,100.00,100.00,19.89,0.00,0.00,1
5.685,5.682,10.00,6.37,100.00,100.00,19.89,0.00,0.00,1
5.705,5.701,10.00,6.43,100.00,100.00,19.89,0.00,0.00,1
5.725,5.721,10.00,6.37,100.00,100.00,19.89,0.00,0.00,1
5.745,5.742,10.00,6.37,0.00,100.00,19.89,0.00,0.00,1
5.766,5.762,10.00,6.37,0.00,0.00,19.89,0.00,0.00,1
5.785,5.781,10.00,6.43,100.00,100.00,19.89,0.00,0.00,1
5.805,5.801,10.00,6.37,100.00,100.00,19.89,0.00,0.00,1
5.825,5.821,10.00,6.43,0.00,100.00,19.89,0.00,0.00,1
5.846,5.842,10.00,6.43,100.00,0.00,19.89,0.00,0.00,1
5.865,5.861,10.00,6.43,100.00,100.00,19.89,0.00,0.00,1
5.885,5.882,10.00,6.50,0.00,0.00,19.89,0.00,0.00,1
5.906,5.902,10.00,6.43,0.00,100.00,19.89,0.00,0.00,1
5.925,5.921,10.00,6.43,0.00,0.00,19.89,0.00,0.00,1
5.946,5.942,10.00,6.43,0.00,0.00,19.89,0.00,0.00,1
5.966,5.962,10.00,6.43,0.00,0.00,19.89,0.00,0.00,1
5.986,5.982,10.00,6.43,0.00,0.00,19.89,0.00,0.00,1
6.006,6.002,10.00,6.43,100.00,0.00,19.89,0.00,0.00,1
6.026,6.022,10.00,6.43,0.00,0.00,19.89,0.00,0.00,1
6.045,6.042,10.00,6.43,100.00,100.00,19.89,0.00,0.00,1
6.066,6.062,10.00,6.43,100.00,100.00,19.89,0.00,0.00,1
6.085,6.082,10.00,6.43,100.00,100.00,19.89,0.00,0.00,1
6.106,6.102,10.00,6.43,0.00,100.00,19.89,0.00,0.00,1
6.126,6.122,10.00,6.50,100.00,100.00,19.89,0.00,0.00,1
6.146,6.142,10.00,6.50,100.00,100.00,19.89,0.00,0.00,1
6.165,6.161,10.00,6.43,100.00,100.00,19.89,0.00,0.00,1
6.186,6.182,10.00,6.50,0.00,100.00,19.89,0.00,0.00,1
6.205,6.201,10.00,6.50,100.00,100.00,19.89,0.00,0.00,1
6.228,6.224,10.00,6.43,0.00,100.00,19.89,0.00,0.00,1
6.247,6.243,10.00,6.50,100.00,0.00,19.89,0.00,0.00,1
6.266,6.262,10.00,6.50,100.00,0.00,19.89,0.00,0.00,1
6.285,6.282,10.00,6.50,100.00,100.00,19.89,0.00,0.00,1
6.305,6.301,10.00,6.50,100.00,100.00,19.89,0.00,0.00,1
6.325,6.321,10.00,6.50,100.00,0.00,19.89,0.00,0.00,1
6.345,6.341,10.00,6.50,0.00,100.00,19.89,0.00,0.00,1
6.366,6.362,10.00,6.58,100.00,100.00,19.89,0.00,0.00,1
6.387,6.383,10.00,6.50,100.00,100.00,19.89,0.00,0.00,1
6.406,6.402,10.00,6.50,100.00,0.00,19.89,0.00,0.00,1
6.426,6.422,10.00,6.50,0.00,100.00,19.89,0.00,0.00,1
6.448,6.444,10.00,6.50,0.00,0.00,19.89,0.00,0.00,1
6.467,6.463,10.00,6.50,0.00,100.00,19.89,0.00,0.00,1
6.486,6.482,10.00,6.50,0.00,100.00,19.89,0.00,0.00,1
6.507,6.503,10.00,6.50,0.00,100.00,19.89,0.00,0.00,1
6.526,6.522,10.00,6.50,100.00,100.00,19.89,0.00,0.00,1
6.546,6.542,10.00,6.50,100.00,100.00,19.89,0.00,0.00,1
6.565,6.561,10.00,6.43,100.00,100.00,19.89,0.00,0.00,1
6.586,6.582,10.00,6.43,100.00,100.00,19.89,0.00,0.00,1
6.606,6.602,10.00,6.43,100.00,100.00,19.89,0.00,0.00,1
6.625,6.621,10.00,6.43,100.00,100.00,19.89,0.00,0.00,1
6.646,6.642,10.00,6.43,0.00,100.00,19.89,0.00,0.00,1
6.666,6.662,10.00,6.37,0.00,0.00,19.89,0.00,0.00,1
6.685,6.681,10.00,6.37,100.00,100.00,19.89,0.00,0.00,1
6.706,6.702,10.00,6.29,100.00,100.00,19.89,0.00,0.00,1
6.726,6.722,10.00,6.37,0.00,0.00,19.89,0.00,0.00,1
6.745,6.741,10.00,6.37,0.00,0.00,19.89,0.00,0.00,1
6.766,6.762,10.00,6.37,0.00,0.00,19.89,0.00,0.00,1
6.785,6.781,10.00,6.37,100.00,100.00,19.89,0.00,0.00,1
6.805,6.802,10.00,6.37,100.00,100.00,19.89,0.00,0.00,1
6.826,6.822,10.00,6.37,100.00,100.00,19.89,0.00,0.00,1
6.848,6.844,10.00,6.37,100.00,100.00,19.89,0.00,0.00,1
6.867,6.863,10.00,6.37,100.00,100.00,19.89,0.00,0.00,1
6.886,6.882,10.00,6.37,100.00,0.00,19.89,0.00,0.00,1
6.906,6.902,10.00,6.37,100.00,100.00,19.89,0.00,0.00,1
6.929,6.925,10.00,6.37,100.00,100.00,19.89,0.00,0.00,1
6.947,6.943,10.00,6.37,100.00,100.00,19.89,0.00,0.00,1
6.966,6.962,10.00,6.43,100.00,100.00,19.89,0.00,0.00,1
6.987,6.983,10.00,6.43,100.00,100.00,19.89,0.00,0.00,1
7.007,7.003,10.00,6.37,0.00,0.00,19.89,0.00,0.00,1
7.029,7.025,10.00,6.43,100.00,100.00,19.89,0.00,0.00,1
7.047,7.043,10.00,6.43,100.00,100.00,19.89,0.00,0.00,1
7.066,7.062,10.00,6.43,100.00,0.00,19.89,0.00,0.00,1
7.086,7.082,10.00,6.43,0.00,100.00,19.89,0.00,0.00,1
7.109,7.105,10.00,6.43,100.00,100.00,19.89,0.00,0.00,1
7.127,7.123,10.00,6.50,0.00,100.00,19.89,0.00,0.00,1
7.146,7.142,10.00,6.50,100.00,100.00,19.89,0.00,0.00,1
7.166,7.162,10.00,6.50,100.00,100.00,19.89,0.00,0.00,1
7.186,7.182,10.00,6.58,100.00,100.00,19.89,0.00,0.00,1
7.205,7.201,10.00,6.50,100.00,0.00,19.89,0.00,0.00,1
7.225,7.221,10.00,6.58,100.00,0.00,19.89,0.00,0.00,1
7.246,7.242,10.00,6.58,100.00,100.00,19.89,0.00,0.00,1
7.265,7.261,10.00,6.58,100.00,0.00,19.89,0.00,0.00,1
7.286,7.282,10.00,6.58,100.00,0.00,19.89,0.00,0.00,1
7.306,7.302,10.00,6.58,100.00,100.00,19.89,0.00,0.00,1
7.325,7.322,10.00,6.64,100.00,100.00,19.89,0.00,0.00,1
7.345,7.341,10.00,6.58,0.00,100.00,19.89,0.00,0.00,1
7.366,7.362,10.00,6.58,100.00,0.00,19.89,0.00,0.00,1
7.385,7.381,10.00,6.71,100.00,100.00,19.89,0.00,0.00,1
7.405,7.401,10.00,6.64,100.00,100.00,19.89,0.00,0.00,1
7.426,7.422,10.00,6.64,0.00,100.00,19.89,0.00,0.00,1
