Session_Time,Test_Time,Desired_Speed,Actual_Speed,Throttle_Output,Brake_Output,Distance,Test_Number
1.387,1.386,0.00,11.48,0.00,66.04,3.67,1
1.407,1.406,0.00,11.68,0.00,67.26,3.67,1
1.446,1.445,0.00,11.48,0.00,66.50,3.12,1
1.466,1.465,0.00,11.35,0.00,66.08,3.12,1
1.485,1.484,0.00,11.35,0.00,66.31,5.40,1
1.505,1.504,0.17,11.22,0.00,65.04,5.40,1
1.544,1.543,0.38,11.09,0.00,63.55,3.04,1
1.564,1.563,0.00,11.09,0.00,65.68,3.04,1
1.583,1.582,0.00,11.09,0.00,65.90,3.04,1
1.603,1.602,0.00,11.09,0.00,66.12,3.97,1
1.623,1.622,0.00,10.95,0.00,65.64,3.97,1
1.662,1.661,0.00,10.89,0.00,65.56,4.90,1
1.682,1.681,0.00,10.82,0.00,65.43,4.90,1
1.701,1.700,0.00,10.75,0.00,65.29,4.90,1
1.721,1.720,0.00,10.62,0.00,64.85,3.70,1
1.760,1.759,0.00,10.62,0.00,65.06,3.70,1
1.780,1.779,0.00,10.42,0.00,64.27,4.13,1
1.799,1.798,0.00,10.36,0.00,64.18,4.13,1
1.819,1.818,0.00,10.22,0.00,63.68,4.13,1
1.858,1.857,0.00,10.22,0.00,63.88,5.45,1
1.878,1.877,2.03,10.16,0.00,53.62,5.45,1
1.897,1.896,2.12,10.09,0.00,52.96,4.59,1
1.917,1.916,0.00,10.03,0.00,63.46,4.59,1
1.956,1.955,0.00,10.03,0.00,63.66,5.68,1
1.976,1.975,3.43,9.96,0.00,46.26,5.68,1
1.996,1.995,3.58,9.83,0.00,44.99,5.68,1
2.015,2.014,3.58,9.83,0.00,45.12,4.32,1
2.035,2.034,0.00,9.76,0.00,62.87,4.32,1
2.074,2.073,0.00,9.63,0.00,62.41,4.61,1
2.094,2.093,0.00,9.55,0.00,62.24,4.61,1
2.113,2.112,0.00,9.42,0.00,61.78,4.66,1
2.133,2.132,0.00,9.35,0.00,61.61,4.66,1
2.172,2.171,0.00,9.22,0.00,61.13,3.80,1
2.192,2.191,0.00,9.15,0.00,60.96,3.80,1
2.211,2.210,0.00,9.02,0.00,60.48,3.80,1
2.231,2.230,0.00,8.96,0.00,60.36,3.71,1
2.270,2.269,0.00,8.89,0.00,60.18,3.71,1
2.290,2.289,0.00,8.75,0.00,59.70,3.77,1
2.309,2.308,0.00,8.75,0.00,59.87,3.77,1
2.329,2.328,0.00,8.61,0.00,59.32,3.77,1
2.349,2.348,0.00,8.55,0.00,59.20,4.08,1
2.388,2.387,0.00,8.42,0.00,58.70,4.08,1
2.408,2.407,0.00,8.27,0.00,58.15,4.18,1
2.427,2.426,0.00,8.21,0.00,58.01,4.18,1
2.447,2.446,0.00,8.07,0.00,57.45,4.18,1
2.486,2.485,0.00,8.14,0.00,57.97,4.28,1
2.506,2.505,0.00,8.14,0.00,58.14,4.20,1
2.525,2.525,0.00,8.07,0.00,57.94,4.20,1
2.545,2.544,0.00,7.94,0.00,57.43,4.20,1
2.584,2.583,0.00,7.80,0.00,56.92,3.71,1
2.604,2.604,0.00,7.73,0.00,56.71,3.71,1
2.623,2.622,0.00,7.67,0.00,56.57,3.32,1
2.643,2.642,0.00,7.67,0.00,56.72,3.32,1
2.683,2.682,0.00,7.67,0.00,56.87,2.91,1
2.702,2.701,0.00,7.60,0.00,56.66,2.91,1
2.721,2.720,0.00,7.60,0.00,56.81,2.91,1
2.741,2.740,0.00,7.53,0.00,56.60,3.49,1
2.761,2.761,0.00,7.39,0.00,56.08,3.49,1
2.800,2.800,0.00,7.33,0.00,55.92,3.00,1
2.820,2.820,0.00,7.26,0.00,55.71,3.00,1
2.839,2.839,0.00,7.19,0.00,55.48,2.45,1
2.860,2.859,0.00,7.19,0.00,55.63,2.45,1
2.899,2.898,0.00,7.12,0.00,55.47,2.58,1
2.919,2.918,0.00,7.05,0.00,55.24,2.58,1
2.937,2.937,0.00,6.98,0.00,55.02,2.58,1
2.957,2.957,0.00,6.92,0.00,54.85,2.62,1
2.996,2.996,0.00,6.92,0.00,54.99,2.12,1
3.017,3.016,0.00,6.84,0.00,54.76,2.12,1
3.036,3.035,0.00,6.64,0.00,53.86,2.12,1
3.056,3.055,0.00,6.58,0.00,53.68,2.78,1
3.095,3.094,0.00,6.50,0.00,53.45,2.78,1
3.115,3.114,0.00,6.43,0.00,53.21,2.42,1
3.135,3.134,0.00,6.43,0.00,53.34,2.42,1
3.154,3.153,0.00,6.29,0.00,52.79,2.69,1
3.193,3.192,0.00,6.23,0.00,52.61,2.69,1
3.213,3.212,0.00,6.16,0.00,52.36,2.88,1
3.233,3.232,0.00,6.09,0.00,52.12,2.88,1
3.252,3.251,0.00,6.03,0.00,51.93,2.88,1
3.291,3.290,0.00,5.95,0.00,51.68,2.92,1
3.311,3.310,0.00,5.88,0.00,51.43,2.92,1
3.331,3.330,0.00,5.82,0.00,51.24,3.44,1
3.350,3.349,0.00,5.82,0.00,51.36,3.44,1
3.390,3.389,0.00,5.68,0.00,50.79,3.96,1
3.409,3.408,0.71,5.68,0.00,47.33,3.96,1
3.429,3.428,0.71,5.68,0.00,47.43,3.40,1
3.448,3.447,0.00,5.61,0.00,50.74,3.40,1
3.488,3.487,0.00,5.53,0.00,50.48,3.10,1
3.507,3.506,0.00,5.53,0.00,50.59,3.10,1
3.527,3.526,0.00,5.40,0.00,50.02,3.10,1
3.566,3.565,0.00,5.40,0.00,50.12,3.26,1
3.586,3.585,0.00,5.32,0.00,49.86,3.26,1
3.605,3.604,0.00,5.32,0.00,49.97,2.92,1
3.625,3.624,0.00,5.26,0.00,49.76,2.92,1
3.645,3.644,0.00,5.26,0.00,49.87,3.11,1
3.684,3.683,0.00,5.26,0.00,49.97,3.11,1
3.703,3.702,0.00,5.19,0.00,49.71,3.06,1
3.723,3.722,0.00,5.26,0.00,50.18,3.06,1
3.743,3.742,0.00,5.19,0.00,49.92,3.06,1
3.782,3.781,0.00,5.19,0.00,50.02,3.10,1
3.802,3.801,0.00,5.19,0.00,50.12,3.10,1
3.821,3.820,0.00,5.13,0.00,49.92,3.03,1
3.841,3.840,0.00,5.13,0.00,50.02,3.03,1
3.880,3.879,0.00,5.13,0.00,50.12,3.08,1
3.900,3.899,0.00,5.13,0.00,50.23,3.08,1
3.919,3.918,0.00,5.13,0.00,50.33,3.08,1
3.939,3.938,0.00,5.13,0.00,50.43,3.05,1
3.978,3.977,0.00,5.13,0.00,50.53,3.05,1
3.998,3.997,0.00,5.13,0.00,50.64,3.03,1
4.017,4.016,0.00,5.05,0.00,50.37,3.03,1
4.037,4.036,0.00,5.05,0.00,50.47,3.03,1
4.057,4.056,0.00,5.05,0.00,50.57,2.71,1
4.096,4.095,0.00,5.05,0.00,50.67,5.98,1
4.116,4.115,10.00,5.05,0.00,0.00,5.98,1
4.135,4.134,10.00,5.05,0.00,0.00,5.98,1
4.155,4.154,10.00,5.05,0.00,0.00,5.98,1
4.194,4.193,10.00,5.05,0.00,0.00,5.98,1
4.214,4.213,10.00,4.98,0.00,0.00,3.94,1
4.233,4.232,1.11,4.98,0.00,44.35,3.94,1
4.253,4.252,1.14,4.92,0.00,43.96,3.94,1
4.292,4.291,1.11,4.98,0.00,44.51,3.91,1
4.312,4.311,1.07,4.92,0.00,44.44,3.91,1
4.331,4.330,1.07,4.92,0.00,44.51,3.68,1
4.351,4.350,0.50,4.92,0.00,47.44,3.68,1
4.390,4.389,0.55,4.84,0.00,46.92,14.41,1
4.410,4.409,10.00,4.92,0.00,0.00,14.41,1
4.430,4.429,10.00,4.84,0.00,0.00,14.41,1
4.449,4.448,10.00,4.84,0.00,0.00,4.38,1
4.488,4.487,2.24,4.84,0.00,38.24,4.38,1
4.508,4.507,2.24,4.84,0.00,38.29,4.42,1
4.528,4.527,2.36,4.77,0.00,37.34,4.42,1
4.547,4.546,2.35,4.84,0.00,37.85,4.42,1
4.587,4.586,2.33,4.92,0.00,38.36,5.42,1
4.606,4.605,4.79,4.92,0.00,0.00,5.66,1
4.626,4.626,10.00,4.92,7.48,0.00,5.66,1
4.665,4.664,10.00,4.84,8.00,0.00,5.66,1
4.686,4.685,10.00,4.77,8.52,0.00,5.54,1
4.704,4.703,10.00,4.77,8.94,0.00,5.54,1
4.724,4.724,10.00,4.77,9.36,0.00,5.54,1
4.763,4.762,10.00,4.77,9.78,0.00,6.67,1
4.783,4.783,10.00,4.77,10.19,0.00,6.67,1
4.802,4.801,10.00,4.77,10.61,0.00,6.67,1
4.822,4.822,10.00,4.77,11.03,0.00,6.67,1
4.842,4.842,10.00,4.77,11.45,0.00,7.17,1
4.881,4.881,10.00,4.77,11.87,0.00,7.17,1
4.902,4.901,10.00,4.77,12.29,0.00,5.24,1
4.920,4.920,4.32,4.77,0.00,0.00,5.24,1
4.940,4.940,4.33,4.84,0.00,2.54,5.24,1
4.980,4.979,4.33,4.84,0.00,2.55,11.91,1
5.000,4.999,10.00,4.84,7.51,0.00,11.91,1
5.019,5.018,10.00,4.84,7.92,0.00,11.91,1
5.039,5.038,10.00,4.84,8.34,0.00,11.91,1
5.078,5.077,10.00,4.84,8.75,0.00,10.43,1
5.098,5.097,10.00,4.84,9.16,0.00,10.43,1
5.117,5.116,10.00,4.84,9.57,0.00,18.53,1
5.137,5.136,10.00,4.84,9.99,0.00,18.53,1
5.176,5.175,10.00,4.92,10.29,0.00,10.00,1
5.196,5.195,10.00,4.92,10.69,0.00,10.00,1
5.215,5.214,10.00,4.98,11.01,0.00,10.00,1
5.235,5.234,10.00,5.05,11.30,0.00,10.00,1
5.255,5.254,10.00,5.13,11.59,0.00,10.00,1
5.294,5.293,10.00,5.26,11.78,0.00,10.00,1
5.314,5.313,10.00,5.26,12.16,0.00,10.00,1
5.333,5.332,10.00,5.26,12.54,0.00,7.24,1
5.353,5.352,10.00,5.32,12.82,0.00,7.24,1
5.392,5.391,10.00,5.40,13.09,0.00,7.24,1
5.412,5.411,10.00,5.47,13.35,0.00,7.24,1
5.431,5.430,10.00,5.53,13.62,0.00,7.24,1
5.451,5.450,10.00,5.61,13.87,0.00,7.24,1
5.490,5.489,10.00,5.82,13.91,0.00,7.24,1
5.510,5.509,10.00,5.88,14.15,0.00,6.56,1
5.529,5.528,10.00,5.88,14.48,0.00,6.56,1
5.549,5.548,10.00,5.95,14.70,0.00,6.56,1
5.588,5.587,10.00,6.09,14.83,0.00,7.06,1
5.608,5.607,10.00,6.16,15.03,0.00,7.06,1
5.627,5.626,10.00,6.23,15.23,0.00,8.42,1
5.647,5.646,10.00,6.29,15.44,0.00,8.42,1
5.686,5.685,10.00,6.37,15.63,0.00,8.18,1
5.706,5.705,10.00,6.43,15.83,0.00,8.18,1
5.726,5.725,10.00,6.43,16.12,0.00,11.75,1
5.745,5.744,10.00,6.58,16.19,0.00,11.75,1
5.784,5.783,10.00,6.78,16.16,0.00,11.50,1
5.804,5.803,10.00,6.84,16.32,0.00,11.50,1
5.827,5.826,10.00,6.92,16.47,0.00,11.50,1
5.863,5.862,10.00,6.92,16.71,0.00,10.60,1
5.883,5.882,10.00,6.98,16.87,0.00,10.60,1
5.902,5.901,10.00,7.05,17.00,0.00,10.60,1
5.922,5.921,10.00,7.12,17.13,0.00,7.33,1
5.961,5.960,10.00,7.26,17.17,0.00,7.33,1
5.981,5.980,10.00,7.33,17.28,0.00,7.33,1
6.000,5.999,10.00,7.33,17.49,0.00,7.33,1
6.020,6.019,10.00,7.46,17.51,0.00,11.18,1
6.059,6.058,10.00,7.60,17.51,0.00,11.18,1
6.079,6.078,10.00,7.67,17.60,0.00,8.54,1
6.099,6.098,10.00,7.73,17.70,0.00,8.54,1
6.118,6.117,10.00,7.80,17.77,0.00,8.54,1
6.138,6.137,10.00,8.01,17.64,0.00,12.93,1
6.177,6.176,10.00,8.07,17.72,0.00,12.93,1
6.197,6.196,10.00,8.14,17.76,0.00,6.20,1
6.216,6.215,7.11,8.27,0.00,2.02,6.20,1
6.236,6.235,7.06,8.42,0.00,3.06,6.20,1
6.275,6.274,10.00,8.61,17.02,0.00,7.00,1
6.295,6.294,10.00,8.68,17.03,0.00,5.95,1
6.314,6.313,5.80,8.75,0.00,11.03,5.95,1
6.334,6.333,5.76,8.81,0.00,11.59,5.95,1
6.373,6.372,5.71,8.89,0.00,12.26,4.75,1
6.393,6.392,0.26,8.96,0.00,40.05,4.75,1
6.413,6.412,0.18,9.02,0.00,40.92,5.43,1
6.432,6.431,3.18,9.09,0.00,26.42,5.43,1
6.471,6.470,3.04,9.22,0.00,27.88,5.55,1
6.491,6.490,3.62,9.22,0.00,25.09,5.55,1
6.511,6.510,3.55,9.29,0.00,25.93,5.55,1
6.530,6.529,3.49,9.35,0.00,26.65,6.09,1
6.550,6.549,5.93,9.42,0.00,14.87,6.09,1
6.589,6.588,5.76,9.63,0.00,16.78,6.09,1
6.609,6.608,5.76,9.63,0.00,16.86,6.09,1
6.628,6.627,5.71,9.69,0.00,17.49,6.09,1
6.648,6.647,5.65,9.76,0.00,18.24,6.09,1
6.687,6.686,5.65,9.76,0.00,18.32,6.09,1
6.707,6.706,5.59,9.83,0.00,19.08,6.09,1
6.727,6.726,5.47,9.96,0.00,20.43,6.09,1
6.746,6.745,5.34,10.09,0.00,21.80,7.82,1
6.786,6.785,10.00,10.16,0.00,0.00,7.82,1
6.805,6.804,10.00,10.22,0.00,0.00,5.41,1
6.825,6.824,1.75,10.22,0.00,42.53,5.41,1
6.864,6.863,1.65,10.29,0.00,43.55,5.74,1
6.884,6.883,3.28,10.36,0.00,35.87,5.74,1
6.903,6.902,3.21,10.42,0.00,36.68,5.74,1
6.923,6.922,3.21,10.42,0.00,36.82,5.83,1
6.943,6.942,3.58,10.49,0.00,35.45,5.83,1
6.982,6.982,3.49,10.56,0.00,36.39,4.38,1
7.002,7.001,0.00,10.62,0.00,54.37,4.38,1
7.021,7.020,0.00,10.69,0.00,54.93,5.37,1
7.042,7.041,0.79,10.75,0.00,51.48,5.37,1
7.081,7.080,0.68,10.82,0.00,52.58,5.56,1
7.100,7.100,1.58,10.89,0.00,48.61,5.56,1
7.119,7.119,1.58,10.89,0.00,48.79,5.56,1
7.139,7.139,1.49,10.95,0.00,49.72,5.06,1
7.179,7.178,0.00,11.09,0.00,58.12,4.77,1
7.199,7.198,0.00,11.15,0.00,58.63,4.77,1
7.218,7.217,0.00,11.22,0.00,59.21,4.77,1
7.238,7.237,0.00,11.28,0.00,59.73,4.74,1
7.277,7.276,0.00,11.22,0.00,59.66,4.74,1
7.297,7.296,0.00,11.22,0.00,59.88,5.10,1
7.316,7.315,0.00,11.35,0.00,60.75,5.10,1
7.336,7.335,0.00,11.42,0.00,61.33,5.10,1
7.375,7.374,0.00,11.55,0.00,62.21,4.50,1
7.395,7.394,0.00,11.62,0.00,62.79,5.15,1
7.414,7.413,0.00,11.68,0.00,63.32,5.15,1
7.434,7.433,0.00,11.68,0.00,63.55,5.15,1
7.473,7.472,0.00,11.68,0.00,63.78,4.31,1
7.493,7.492,0.00,11.75,0.00,64.37,4.29,1
7.512,7.511,0.00,11.87,0.00,65.25,4.29,1
7.532,7.531,0.00,11.94,0.00,65.83,4.29,1
7.571,7.570,0.00,11.94,0.00,66.07,4.58,1
7.591,7.590,0.00,11.94,0.00,66.31,4.58,1
7.611,7.610,0.00,12.07,0.00,67.19,4.25,1
7.630,7.629,0.00,12.07,0.00,67.43,4.25,1
7.669,7.668,0.00,12.00,0.00,67.33,4.36,1
7.689,7.688,0.00,11.87,0.00,66.92,4.36,1
7.709,7.708,0.00,11.87,0.00,67.16,3.38,1
7.728,7.727,0.00,11.94,0.00,67.75,3.38,1
7.748,7.747,0.00,11.87,0.00,67.64,3.38,1
7.787,7.786,0.00,11.80,0.00,67.52,3.24,1
7.807,7.806,0.00,11.80,0.00,67.76,3.34,1
7.826,7.825,0.00,11.75,0.00,67.70,3.34,1
7.846,7.845,0.00,11.68,0.00,67.59,3.34,1
7.885,7.884,0.00,11.62,0.00,67.53,4.64,1
7.905,7.904,0.00,11.48,0.00,67.06,4.64,1
7.925,7.924,0.00,11.48,0.00,67.28,4.64,1
7.944,7.943,0.00,11.48,0.00,67.51,4.64,1
7.964,7.963,0.00,11.35,0.00,67.10,4.64,1
8.003,8.002,0.00,11.28,0.00,66.97,4.02,1
8.023,8.022,0.00,11.28,0.00,67.20,3.98,1
8.042,8.041,0.00,11.15,0.00,66.78,3.98,1
8.062,8.061,0.00,11.02,0.00,66.35,3.98,1
8.101,8.100,0.00,10.95,0.00,66.22,4.00,1
8.121,8.120,0.00,10.89,0.00,66.14,4.00,1
8.140,8.139,0.00,10.75,0.00,65.65,3.12,1
8.159,8.159,0.00,10.75,0.00,65.87,3.12,1
8.199,8.198,0.00,10.75,0.00,66.08,3.69,1
8.218,8.218,0.00,10.62,0.00,65.65,3.69,1
8.239,8.238,0.00,10.56,0.00,65.56,3.62,1
8.257,8.257,0.00,10.49,0.00,65.42,3.62,1
8.278,8.277,0.00,10.42,0.00,65.27,3.62,1
8.316,8.316,0.00,10.29,0.00,64.83,4.80,1
8.336,8.336,0.00,10.16,0.00,64.38,6.19,1
8.356,8.355,5.88,10.09,0.00,34.72,6.19,1
8.375,8.375,6.00,9.96,0.00,33.55,6.19,1
8.414,8.413,6.06,9.89,0.00,32.96,6.03,1
8.434,8.434,5.40,9.76,0.00,35.69,6.88,1
8.454,8.453,10.00,9.55,0.00,0.00,6.88,1
8.473,8.472,10.00,9.42,0.85,0.00,6.88,1
8.512,8.512,10.00,9.35,1.00,0.00,6.88,1
8.532,8.532,10.00,9.15,1.35,0.00,6.88,1
8.551,8.551,10.00,9.09,1.51,0.00,6.88,1
8.572,8.571,10.00,8.96,1.77,0.00,6.88,1
8.610,8.610,10.00,8.89,1.96,0.00,6.88,1
8.630,8.629,10.00,8.68,2.35,0.00,6.88,1
8.650,8.650,10.00,8.61,2.56,0.00,6.88,1
8.669,8.668,10.00,8.55,2.76,0.00,6.88,1
8.689,8.688,10.00,8.48,2.98,0.00,6.88,1
8.729,8.728,10.00,8.35,3.30,0.00,6.88,1
8.748,8.747,10.00,8.07,3.84,0.00,6.88,1
8.767,8.766,10.00,8.01,4.08,0.00,6.88,1
8.787,8.786,10.00,7.88,4.44,0.00,6.88,1
8.826,8.825,10.00,7.80,4.71,0.00,6.88,1
8.846,8.846,10.00,7.73,5.00,0.00,6.88,1
8.865,8.865,10.00,7.73,5.18,0.00,6.88,1
8.885,8.884,10.00,7.67,5.45,0.00,6.88,1
8.905,8.904,10.00,7.60,5.74,0.00,6.88,1
8.944,8.943,10.00,7.67,5.83,0.00,14.26,1
8.964,8.963,10.00,7.67,6.01,0.00,11.23,1
8.983,8.983,10.00,7.67,6.20,0.00,11.23,1
9.003,9.002,10.00,7.60,6.49,0.00,11.23,1
9.042,9.041,10.00,7.53,6.79,0.00,11.23,1
9.062,9.061,10.00,7.46,7.08,0.00,11.23,1
9.081,9.080,10.00,7.46,7.28,0.00,18.63,1
9.101,9.100,10.00,7.39,7.59,0.00,18.63,1
9.140,9.139,10.00,7.39,7.80,0.00,18.31,1
9.160,9.160,10.00,7.46,7.90,0.00,18.31,1
9.179,9.178,10.00,7.46,8.10,0.00,18.31,1
9.199,9.198,10.00,7.39,8.41,0.00,18.31,1
9.238,9.237,10.00,7.39,8.62,0.00,18.31,1
9.258,9.257,10.00,7.39,8.83,0.00,18.31,1
9.278,9.277,10.00,7.39,9.04,0.00,18.31,1
9.297,9.296,10.00,7.39,9.25,0.00,18.31,1
9.336,9.335,10.00,7.39,9.45,0.00,18.31,1
9.356,9.355,10.00,7.39,9.66,0.00,18.31,1
9.376,9.375,10.00,7.39,9.87,0.00,18.31,1
9.395,9.394,10.00,7.39,10.08,0.00,19.11,1
9.434,9.433,10.00,7.46,10.18,0.00,19.11,1
9.454,9.453,10.00,7.46,10.38,0.00,18.57,1
9.474,9.473,10.00,7.60,10.39,0.00,18.57,1
9.493,9.492,10.00,7.60,10.58,0.00,18.57,1
9.533,9.532,10.00,7.67,10.67,0.00,16.06,1
9.552,9.551,10.00,7.80,10.66,0.00,16.06,1
9.572,9.571,10.00,7.80,10.83,0.00,16.06,1
9.611,9.610,10.00,7.88,10.90,0.00,5.71,1
9.631,9.630,5.25,8.01,0.00,11.86,5.71,1
9.650,9.649,5.22,8.07,0.00,12.39,5.71,1
9.670,9.669,5.17,8.14,0.00,13.02,18.83,1
9.709,9.708,10.00,8.35,9.69,0.00,18.83,1
9.729,9.728,10.00,8.42,9.72,0.00,18.83,1
9.749,9.748,10.00,8.55,9.65,0.00,18.83,1
9.768,9.767,10.00,8.55,9.77,0.00,18.83,1
9.788,9.787,10.00,8.61,9.80,0.00,18.83,1
9.827,9.827,10.00,8.68,9.80,0.00,18.83,1
9.847,9.846,10.00,8.81,9.71,0.00,18.83,1
9.866,9.865,10.00,8.89,9.70,0.00,18.83,1
9.905,9.904,10.00,8.96,9.68,0.00,13.15,1
9.925,9.924,10.00,9.02,9.68,0.00,13.15,1
9.945,9.944,10.00,9.09,9.65,0.00,13.15,1
9.964,9.963,10.00,9.15,9.64,0.00,13.15,1
10.004,10.003,10.00,9.22,9.60,0.00,17.12,1
10.023,10.022,10.00,9.29,9.56,0.00,17.12,1
10.043,10.042,10.00,9.35,9.53,0.00,17.27,1
10.082,10.081,10.00,9.42,9.47,0.00,17.27,1
10.102,10.101,10.00,9.49,9.41,0.00,13.43,1
10.121,10.120,10.00,9.55,0.00,0.00,13.43,1
10.141,10.140,10.00,9.63,0.00,0.00,15.67,1
10.180,10.179,10.00,9.76,0.00,0.00,15.67,1
10.200,10.199,10.00,9.83,0.00,0.00,16.45,1
10.219,10.218,10.00,9.89,0.00,0.00,16.45,1
10.239,10.238,10.00,9.96,0.00,0.00,16.45,1
10.278,10.277,10.00,9.96,0.00,0.00,16.45,1
10.298,10.297,10.00,10.03,0.00,0.00,16.45,1
10.318,10.317,10.00,10.09,0.00,0.00,12.36,1
10.337,10.336,10.00,10.22,0.00,0.00,12.36,1
10.357,10.356,10.00,10.29,0.00,0.00,11.51,1
10.396,10.395,10.00,10.36,0.00,0.00,11.51,1
10.416,10.415,10.00,10.49,0.00,0.00,11.51,1
10.435,10.434,10.00,10.56,0.00,2.82,11.51,1
10.455,10.454,10.00,10.69,0.00,3.48,11.51,1
10.494,10.493,10.00,10.69,0.00,3.49,19.67,1
10.514,10.513,10.00,10.82,0.00,4.16,19.67,1
10.533,10.532,10.00,10.89,0.00,4.53,10.91,1
10.553,10.552,10.00,10.95,0.00,4.84,10.91,1
10.592,10.591,10.00,10.95,0.00,4.86,14.03,1
10.612,10.611,10.00,11.15,0.00,5.88,14.03,1
10.632,10.631,10.00,11.22,0.00,6.26,14.66,1
10.651,10.650,10.00,11.28,0.00,6.57,14.66,1
10.690,10.689,10.00,11.48,0.00,7.60,14.13,1
10.710,10.709,10.00,11.48,0.00,7.63,14.13,1
10.731,10.730,10.00,11.68,0.00,8.65,14.13,1
10.769,10.768,10.00,11.80,0.00,9.33,14.13,1
10.789,10.788,10.00,11.94,0.00,10.07,14.13,1
10.808,10.807,10.00,12.00,0.00,10.40,14.13,1
10.828,10.827,10.00,12.00,0.00,10.44,14.13,1
10.867,10.866,10.00,12.07,0.00,10.83,14.13,1
10.887,10.886,10.00,12.14,0.00,11.22,14.13,1
10.906,10.905,10.00,12.20,0.00,11.56,14.13,1
10.926,10.925,10.00,12.33,0.00,12.24,14.13,1
10.965,10.964,10.00,12.40,0.00,12.64,14.13,1
10.985,10.984,10.00,12.27,0.00,12.05,14.13,1
11.004,11.003,10.00,12.40,0.00,12.73,18.18,1
11.024,11.023,10.00,12.47,0.00,13.13,18.18,1
11.063,11.062,10.00,12.59,0.00,13.82,18.18,1
11.083,11.082,10.00,12.59,0.00,13.87,15.78,1
11.103,11.102,10.00,12.59,0.00,13.92,15.78,1
11.122,11.121,10.00,12.59,0.00,13.97,15.78,1
11.161,11.160,10.00,12.72,0.00,14.66,15.78,1
11.181,11.180,10.00,12.66,0.00,14.43,15.78,1
11.201,11.200,10.00,12.79,0.00,15.12,15.78,1
11.220,11.219,10.00,12.92,0.00,15.81,15.78,1
11.240,11.239,10.00,12.92,0.00,15.87,15.78,1
11.279,11.278,10.00,13.04,0.00,16.56,15.78,1
11.299,11.298,10.00,13.11,0.00,16.97,15.78,1
