Session_Time,Test_Time,Desired_Speed,Actual_Speed,Throttle_Output,Brake_Output,Distance,Test_Number
1.879,1.878,10.00,1.37,0.00,302182652986171090326019461087232.00,inf,1
1.899,1.898,10.00,1.37,0.00,0.00,inf,1
1.919,1.918,10.00,1.37,0.00,0.00,inf,1
1.940,1.939,10.00,1.37,0.00,0.00,inf,1
1.960,1.959,10.00,1.37,0.00,0.00,inf,1
1.980,1.979,10.00,1.37,0.00,0.00,inf,1
2.000,1.999,10.00,1.37,0.00,0.00,inf,1
2.021,2.020,10.00,1.37,0.00,0.00,inf,1
2.041,2.040,10.00,1.37,0.00,0.00,inf,1
2.061,2.060,10.00,1.37,0.00,0.00,inf,1
2.085,2.084,10.00,1.37,302182652986171090326019461087232.00,0.00,inf,1
2.103,2.102,10.00,1.45,0.00,0.00,inf,1
2.124,2.123,10.00,1.45,0.00,0.00,inf,1
2.144,2.143,10.00,1.45,0.00,0.00,13.70,1
2.164,2.163,10.00,1.45,0.00,0.00,13.70,1
2.184,2.184,10.00,1.45,0.00,0.00,12.82,1
2.205,2.204,10.00,1.45,0.00,0.00,12.82,1
2.225,2.224,10.00,1.45,0.00,0.00,12.82,1
2.246,2.245,10.00,1.45,0.00,0.00,12.08,1
2.266,2.265,10.00,1.45,0.00,302182652986171090326019461087232.00,12.08,1
2.286,2.285,10.00,1.45,0.00,0.00,12.06,1
2.306,2.306,10.00,1.52,0.00,0.00,12.06,1
2.327,2.326,10.00,1.52,0.00,0.00,12.06,1
2.348,2.347,10.00,1.52,0.00,0.00,11.79,1
2.368,2.367,10.00,1.52,0.00,0.00,11.79,1
2.388,2.387,10.00,1.59,0.00,0.00,11.79,1
2.408,2.407,10.00,1.59,0.00,0.00,11.79,1
2.428,2.428,10.00,1.59,0.00,0.00,11.79,1
2.449,2.448,10.00,1.59,0.00,0.00,11.79,1
2.473,2.472,10.00,1.59,302182652986171090326019461087232.00,0.00,11.79,1
2.489,2.489,10.00,1.59,0.00,0.00,11.79,1
2.510,2.509,10.00,1.59,0.00,0.00,11.79,1
2.530,2.529,10.00,1.59,0.00,0.00,11.79,1
2.550,2.549,10.00,1.66,0.00,0.00,11.79,1
2.570,2.570,10.00,1.66,0.00,0.00,11.79,1
2.591,2.590,10.00,1.66,0.00,0.00,11.79,1
2.611,2.610,10.00,1.66,0.00,0.00,11.79,1
2.632,2.631,10.00,1.66,0.00,0.00,11.79,1
2.652,2.651,10.00,1.66,0.00,302182652986171090326019461087232.00,11.79,1
2.673,2.672,10.00,1.66,0.00,0.00,11.79,1
2.695,2.695,10.00,1.66,0.00,0.00,11.79,1
2.713,2.712,10.00,1.66,0.00,0.00,11.79,1
2.733,2.732,10.00,1.66,0.00,0.00,11.79,1
2.755,2.754,10.00,1.66,0.00,0.00,8.84,1
2.774,2.773,10.00,1.66,0.00,0.00,8.84,1
2.794,2.793,10.00,1.66,0.00,0.00,8.61,1
2.814,2.814,10.00,1.66,0.00,0.00,8.61,1
2.835,2.834,10.00,1.66,0.00,0.00,8.61,1
2.855,2.854,10.00,1.74,302182652986171090326019461087232.00,0.00,8.17,1
2.875,2.874,10.00,1.74,0.00,0.00,8.17,1
2.896,2.895,10.00,1.74,0.00,0.00,7.65,1
2.916,2.915,10.00,1.74,0.00,0.00,7.65,1
2.936,2.935,10.00,1.74,0.00,0.00,7.65,1
2.956,2.955,10.00,1.74,0.00,0.00,7.65,1
2.978,2.977,10.00,1.74,0.00,0.00,7.65,1
2.997,2.996,10.00,1.74,0.00,0.00,7.65,1
3.017,3.016,10.00,1.74,0.00,0.00,7.65,1
3.037,3.036,10.00,1.74,0.00,302182652986171090326019461087232.00,7.65,1
3.057,3.057,10.00,1.74,0.00,0.00,7.65,1
3.078,3.077,10.00,1.74,0.00,0.00,7.65,1
3.098,3.097,10.00,1.80,0.00,0.00,5.87,1
3.118,3.117,10.00,1.80,0.00,0.00,5.87,1
3.138,3.138,10.00,1.80,0.00,0.00,5.87,1
3.159,3.158,10.00,1.80,0.00,0.00,5.29,1
3.179,3.178,10.00,1.80,0.00,0.00,5.29,1
3.199,3.199,10.00,1.80,0.00,0.00,4.77,1
3.220,3.219,10.00,1.80,0.00,0.00,4.77,1
3.240,3.239,10.00,1.80,302182652986171090326019461087232.00,0.00,4.77,1
3.260,3.260,1.65,1.80,0.00,0.00,4.37,1
3.284,3.283,1.65,1.80,0.00,0.00,4.37,1
3.301,3.300,10.00,1.80,0.00,0.00,17.16,1
3.321,3.320,10.00,1.80,0.00,0.00,17.16,1
3.342,3.341,10.00,1.80,0.00,0.00,17.16,1
3.362,3.361,10.00,1.88,0.00,0.00,17.16,1
3.385,3.384,10.00,1.88,0.00,0.00,17.16,1
3.402,3.401,10.00,1.88,0.00,0.00,17.16,1
3.422,3.421,10.00,1.88,0.00,17431855570509553293479378944.00,17.16,1
3.443,3.442,10.00,1.88,0.00,0.00,17.16,1
3.463,3.462,10.00,1.88,0.00,0.00,17.16,1
3.483,3.482,10.00,1.88,0.00,0.00,17.16,1
3.503,3.503,10.00,1.88,0.00,0.00,17.16,1
3.524,3.523,10.00,1.88,0.00,0.00,17.16,1
3.544,3.543,10.00,1.80,0.00,0.00,17.16,1
3.568,3.567,10.00,1.88,0.00,0.00,17.16,1
3.587,3.586,10.00,1.88,0.00,0.00,17.16,1
3.607,3.607,10.00,1.88,0.00,0.00,17.16,1
3.628,3.627,10.00,1.80,236547946437310152704.00,1090251421734541683398279168.00,17.16,1
3.648,3.647,10.00,1.88,0.00,0.00,17.16,1
3.668,3.667,10.00,1.88,0.00,0.00,17.16,1
3.688,3.688,10.00,1.88,0.00,0.00,17.16,1
3.709,3.708,10.00,1.80,0.00,0.00,17.16,1
3.729,3.729,10.00,1.88,0.00,0.00,17.16,1
3.749,3.749,10.00,1.88,0.00,0.00,17.16,1
3.770,3.769,10.00,1.88,0.00,0.00,17.16,1
3.790,3.789,10.00,1.88,0.00,0.00,17.16,1
3.810,3.809,10.00,1.88,0.00,180560720.00,17.16,1
3.831,3.830,10.00,1.94,282962871029734572032.00,0.00,17.16,1
3.851,3.850,10.00,1.94,0.00,0.00,17.16,1
3.871,3.870,10.00,1.88,0.00,0.00,17.16,1
3.891,3.890,10.00,1.94,0.00,0.00,17.16,1
3.911,3.911,10.00,1.94,0.00,0.00,17.16,1
3.932,3.931,10.00,1.94,0.00,0.00,17.16,1
3.952,3.951,10.00,1.94,0.00,0.00,17.16,1
3.972,3.971,10.00,1.94,0.00,0.00,17.16,1
3.992,3.991,10.00,1.94,0.00,0.00,17.16,1
4.012,4.012,10.00,1.94,0.00,302182652986171090326019461087232.00,17.16,1
4.032,4.032,10.00,1.94,0.00,0.00,17.16,1
4.053,4.052,10.00,1.94,0.00,0.00,17.16,1
4.073,4.072,10.00,1.94,0.00,0.00,17.16,1
4.093,4.092,10.00,1.94,0.00,0.00,17.16,1
4.113,4.112,10.00,1.94,0.00,0.00,17.16,1
4.134,4.133,10.00,1.94,0.00,0.00,17.16,1
4.154,4.153,10.00,1.94,0.00,0.00,17.16,1
4.174,4.173,10.00,1.94,0.00,0.00,17.16,1
4.194,4.193,10.00,1.94,0.00,0.00,17.16,1
4.214,4.214,10.00,1.94,17431855570509553293479378944.00,0.00,17.16,1
4.235,4.234,10.00,1.94,0.00,0.00,17.16,1
4.255,4.254,10.00,1.94,0.00,0.00,17.16,1
4.275,4.274,10.00,1.94,0.00,0.00,17.16,1
4.295,4.294,10.00,1.94,0.00,0.00,17.16,1
4.315,4.315,10.00,1.94,0.00,0.00,17.16,1
4.336,4.335,10.00,1.94,0.00,0.00,17.16,1
4.356,4.355,10.00,1.94,0.00,0.00,17.16,1
4.376,4.375,10.00,1.94,0.00,0.00,17.16,1
4.396,4.396,10.00,1.94,0.00,236547946437310152704.00,17.16,1
4.417,4.416,10.00,1.94,1090251421734541683398279168.00,0.00,17.16,1
4.437,4.436,10.00,1.94,0.00,0.00,17.16,1
4.457,4.456,10.00,1.94,0.00,0.00,17.16,1
4.477,4.476,10.00,1.94,0.00,0.00,17.16,1
4.497,4.497,10.00,1.94,0.00,0.00,17.16,1
4.518,4.517,10.00,2.02,0.00,0.00,17.16,1
4.538,4.537,10.00,2.02,0.00,0.00,17.16,1
4.558,4.557,10.00,2.02,0.00,0.00,17.16,1
4.578,4.577,10.00,2.02,0.00,0.00,17.16,1
4.598,4.598,10.00,2.02,180560720.00,282962871029734572032.00,17.16,1
4.619,4.618,10.00,2.02,0.00,0.00,17.16,1
4.639,4.638,10.00,2.02,0.00,0.00,17.16,1
4.659,4.659,10.00,2.02,0.00,0.00,17.16,1
4.679,4.679,10.00,2.02,0.00,0.00,17.16,1
4.699,4.699,10.00,2.10,0.00,0.00,17.16,1
4.720,4.719,10.00,2.10,0.00,0.00,17.16,1
4.740,4.739,10.00,2.10,0.00,0.00,17.16,1
4.760,4.759,10.00,2.10,0.00,0.00,17.16,1
4.780,4.780,10.00,2.10,0.00,0.00,17.16,1
4.801,4.800,10.00,2.10,302182652986171090326019461087232.00,0.00,17.16,1
4.821,4.820,10.00,2.16,0.00,0.00,17.16,1
4.841,4.840,10.00,2.16,0.00,0.00,17.92,1
4.861,4.861,10.00,2.16,0.00,0.00,17.92,1
4.881,4.881,10.00,2.16,0.00,0.00,17.92,1
4.902,4.901,10.00,2.16,0.00,0.00,17.92,1
4.922,4.921,10.00,2.24,0.00,0.00,17.92,1
4.942,4.941,10.00,2.24,0.00,0.00,17.92,1
4.963,4.962,10.00,2.31,0.00,0.00,18.00,1
4.983,4.982,10.00,2.31,0.00,17431855570509553293479378944.00,18.00,1
5.003,5.002,10.00,2.31,0.00,0.00,17.24,1
5.023,5.023,10.00,2.37,0.00,0.00,17.24,1
5.044,5.043,10.00,2.45,0.00,0.00,17.24,1
5.064,5.063,10.00,2.45,0.00,0.00,16.84,1
5.084,5.083,10.00,2.45,0.00,0.00,16.84,1
5.105,5.104,10.00,2.51,0.00,0.00,16.64,1
7.126,7.125,10.00,2.51,NA,NA,13.25,1
9.131,9.130,10.00,2.51,NA,NA,7.19,1
11.136,11.135,10.00,2.59,NA,NA,12.21,1
13.141,13.140,10.00,2.59,NA,NA,7.20,1
15.150,15.149,10.00,2.66,NA,NA,5.54,1
17.155,17.154,10.00,2.73,NA,NA,9.29,1
19.159,19.158,10.00,2.73,NA,NA,7.01,1
21.165,21.164,10.00,2.80,NA,NA,4.80,1
23.170,23.169,2.75,2.80,NA,NA,2.92,1
25.176,25.175,0.08,2.88,NA,NA,3.31,1
27.182,27.181,0.64,2.88,NA,NA,3.31,1
29.191,29.190,0.62,2.94,NA,NA,3.31,1
31.196,31.195,0.62,2.94,NA,NA,3.31,1
33.201,33.200,0.61,3.02,NA,NA,3.31,1
35.209,35.208,0.59,3.08,NA,NA,6.21,1
37.215,37.214,10.00,3.08,NA,NA,13.22,1
39.220,39.219,10.00,3.08,NA,NA,9.96,1
41.225,41.224,10.00,3.16,NA,NA,5.84,1
43.231,43.230,10.00,4.07,NA,NA,17.34,1
45.236,45.235,10.00,4.07,NA,NA,17.25,1
47.243,47.242,10.00,2.88,NA,NA,12.98,1
49.248,49.247,10.00,2.88,NA,NA,10.46,1
51.253,51.252,10.00,2.10,NA,NA,6.95,1
53.259,53.258,10.00,1.80,NA,NA,5.37,1
55.264,55.263,10.00,1.80,NA,NA,13.48,1
57.269,57.269,10.00,1.80,NA,NA,8.15,1
59.275,59.274,10.00,2.02,NA,NA,9.63,1
61.283,61.282,10.00,2.37,NA,NA,7.36,1
63.289,63.288,10.00,4.07,NA,NA,10.91,1
65.297,65.296,10.00,4.77,NA,NA,8.61,1
67.302,67.301,10.00,4.49,NA,NA,5.68,1
69.307,69.306,10.00,4.57,NA,NA,4.56,1
71.313,71.312,2.72,4.57,NA,NA,2.37,1
73.323,73.322,0.00,3.44,NA,NA,2.37,1
75.328,75.327,0.00,2.24,NA,NA,2.37,1
77.333,77.332,0.00,1.37,NA,NA,2.37,1
79.338,79.337,0.00,2.51,NA,NA,19.82,1
81.343,81.342,10.00,2.51,NA,NA,18.98,1
83.348,83.347,10.00,2.51,NA,NA,16.17,1
85.354,85.353,10.00,3.08,NA,NA,15.19,1
87.359,87.358,10.00,3.29,NA,NA,13.72,1
89.365,89.364,10.00,4.70,NA,NA,13.12,1
91.370,91.369,10.00,4.01,NA,NA,13.44,1
93.375,93.374,10.00,3.65,NA,NA,13.44,1
95.381,95.380,10.00,3.58,NA,NA,13.44,1
97.387,97.386,10.00,3.23,NA,NA,13.44,1
99.392,99.391,10.00,3.44,NA,NA,13.44,1
101.397,101.396,10.00,3.16,NA,NA,13.44,1
103.402,103.401,10.00,3.08,NA,NA,13.44,1
105.407,105.406,10.00,3.02,NA,NA,13.44,1
107.413,107.412,10.00,3.16,NA,NA,13.44,1
109.419,109.418,10.00,3.29,NA,NA,13.44,1
111.425,111.424,10.00,4.36,NA,NA,13.44,1
113.430,113.429,10.00,5.26,NA,NA,13.44,1
115.436,115.435,10.00,5.53,NA,NA,13.44,1
117.442,117.441,10.00,4.49,NA,NA,13.44,1
119.448,119.447,10.00,2.88,NA,NA,13.44,1
121.454,121.453,10.00,0.00,NA,NA,13.44,1
123.459,123.458,10.00,0.00,NA,NA,13.44,1
125.465,125.464,10.00,0.00,NA,NA,13.44,1
127.471,127.470,10.00,0.00,NA,NA,13.44,1
129.477,129.476,10.00,0.00,NA,NA,13.44,1
131.483,131.482,10.00,0.00,NA,NA,13.44,1
133.489,133.488,10.00,0.00,NA,NA,13.44,1
135.494,135.493,10.00,0.00,NA,NA,13.44,1
137.500,137.499,10.00,0.00,NA,NA,13.44,1
139.506,139.505,10.00,0.00,NA,NA,13.44,1
141.510,141.510,10.00,0.00,NA,NA,13.44,1
143.516,143.515,10.00,0.00,NA,NA,13.44,1
145.522,145.521,10.00,0.00,NA,NA,13.44,1
147.528,147.527,10.00,0.00,NA,NA,13.44,1
149.534,149.533,10.00,0.00,NA,NA,13.44,1
151.540,151.539,10.00,0.00,NA,NA,13.44,1
153.546,153.545,10.00,0.00,NA,NA,13.44,1
155.551,155.550,10.00,0.00,NA,NA,13.44,1
157.556,157.555,10.00,0.00,NA,NA,13.44,1
159.562,159.561,10.00,0.00,NA,NA,13.44,1
161.568,161.567,10.00,0.00,NA,NA,13.44,1
163.573,163.572,10.00,0.00,NA,NA,13.44,1
165.579,165.578,10.00,0.00,NA,NA,13.44,1
167.584,167.583,10.00,0.00,NA,NA,13.44,1
169.589,169.588,10.00,0.00,NA,NA,13.44,1
171.594,171.593,10.00,0.00,NA,NA,13.44,1
173.600,173.599,10.00,0.00,NA,NA,13.44,1
175.606,175.605,10.00,0.00,NA,NA,13.44,1
177.612,177.611,10.00,0.00,NA,NA,13.44,1
179.618,179.617,10.00,0.00,NA,NA,13.44,1
181.624,181.623,10.00,0.00,NA,NA,13.44,1
183.629,183.628,10.00,0.00,NA,NA,13.44,1
185.634,185.633,10.00,0.00,NA,NA,13.44,1
187.639,187.638,10.00,0.00,NA,NA,13.44,1
189.644,189.643,10.00,0.00,NA,NA,13.44,1
191.650,191.649,10.00,0.00,NA,NA,13.44,1
193.656,193.655,10.00,0.00,NA,NA,13.44,1
195.662,195.661,10.00,0.00,NA,NA,13.44,1
197.667,197.667,10.00,0.00,NA,NA,13.44,1
199.672,199.671,10.00,0.00,NA,NA,13.44,1
201.678,201.677,10.00,0.00,NA,NA,13.44,1
203.683,203.682,10.00,0.00,NA,NA,13.44,1
205.689,205.688,10.00,0.00,NA,NA,13.44,1
207.694,207.693,10.00,0.00,NA,NA,13.44,1
209.700,209.699,10.00,0.00,NA,NA,13.44,1
211.705,211.704,10.00,0.00,NA,NA,13.44,1
213.710,213.709,10.00,0.00,NA,NA,13.44,1
215.716,215.715,10.00,0.00,NA,NA,13.44,1
217.722,217.721,10.00,0.00,NA,NA,13.44,1
219.728,219.727,10.00,0.00,NA,NA,13.44,1
221.733,221.732,10.00,0.00,NA,NA,13.44,1
223.739,223.738,10.00,0.00,NA,NA,13.44,1
225.745,225.744,10.00,0.00,NA,NA,13.44,1
227.750,227.749,10.00,0.00,NA,NA,13.44,1
229.756,229.755,10.00,0.00,NA,NA,13.44,1
231.762,231.761,10.00,0.00,NA,NA,13.44,1
233.767,233.767,10.00,0.00,NA,NA,13.44,1
235.773,235.772,10.00,0.00,NA,NA,13.44,1
237.779,237.778,10.00,0.00,NA,NA,13.44,1
239.784,239.783,10.00,0.00,NA,NA,13.44,1
241.789,241.788,10.00,0.00,NA,NA,13.44,1
